timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
4520,0.16,1.02,-0.11,1.65,2.50,-5.19
4540,0.20,0.99,-0.15,1.53,0.79,-0.73
4560,0.21,0.98,-0.17,1.53,1.10,-0.24
4580,0.21,0.98,-0.16,0.98,0.49,-1.65
4600,0.21,0.98,-0.16,0.55,0.85,-2.62
4620,0.20,0.99,-0.16,-0.67,1.04,-2.69
4640,0.20,0.99,-0.16,-1.83,-0.43,-0.98
4660,0.20,0.99,-0.16,-2.32,-0.98,0.12
4680,0.20,0.99,-0.16,-2.93,-1.65,1.40
4700,0.18,1.00,-0.15,-3.78,-2.44,2.50
4720,0.20,0.99,-0.16,-5.37,-3.30,4.64
4740,0.19,1.00,-0.15,-6.65,-3.85,6.53
4760,0.20,1.00,-0.14,-7.87,-6.90,9.95
4780,0.20,1.01,-0.15,-8.97,-6.84,12.33
4800,0.20,1.03,-0.17,-11.90,-7.32,15.32
4820,0.23,1.03,-0.17,-14.83,-11.05,19.35
4840,0.25,1.00,-0.17,-15.32,-10.38,20.20
4860,0.26,1.02,-0.17,-16.97,-10.86,19.59
4880,0.29,1.01,-0.14,-19.29,-10.74,20.26
4900,0.27,1.00,-0.13,-21.18,-9.46,20.57
4920,0.26,1.02,-0.11,-22.58,-9.70,21.97
4940,0.29,0.98,-0.07,-22.83,-10.01,24.72
4960,0.30,0.98,-0.06,-22.34,-8.12,24.66
4980,0.31,0.97,-0.04,-21.36,-7.39,25.70
5000,0.34,0.99,-0.05,-18.92,-6.53,26.55
5020,0.33,1.00,-0.02,-16.91,-7.63,28.26
5040,0.34,0.99,-0.00,-13.18,-6.90,30.58
5060,0.34,1.01,-0.02,-10.50,-3.78,33.33
5080,0.36,0.98,-0.03,-10.13,-3.48,35.89
5100,0.38,0.92,-0.03,-9.95,-2.81,37.17
5120,0.43,0.89,-0.03,-10.74,-1.65,33.20
5140,0.45,0.86,0.02,-9.09,-2.93,30.46
5160,0.44,0.89,0.03,-5.98,-1.22,26.67
5180,0.46,0.87,0.04,-3.60,-0.79,25.15
5200,0.49,0.82,0.03,0.61,1.77,19.17
5220,0.50,0.80,0.02,2.56,3.48,13.31
5240,0.50,0.80,0.02,4.39,2.56,6.23
5260,0.52,0.76,-0.01,6.71,2.87,-3.36
