timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
2200,-0.10,1.72,-0.39,28.14,39.37,-104.13
2220,0.18,1.48,-0.50,42.97,40.59,-65.19
2240,0.02,1.19,-0.31,30.52,45.17,-37.96
2260,-0.07,1.21,-0.05,19.53,19.84,-29.36
2280,0.09,1.10,-0.09,-0.49,4.52,1.53
2300,0.28,0.93,-0.13,0.00,1.04,2.99
2320,0.25,0.97,-0.13,3.91,6.16,-5.43
2340,0.19,1.01,-0.11,11.47,4.52,-9.46
2360,0.18,0.99,-0.16,12.45,2.14,-7.08
2380,0.19,0.98,-0.16,10.50,3.30,-4.88
2400,0.20,0.98,-0.17,7.26,2.99,-5.37
2420,0.18,0.99,-0.16,2.32,4.52,-5.37
2440,0.18,0.99,-0.16,0.92,3.17,-5.07
2460,0.18,1.00,-0.15,0.43,2.38,-4.27
2480,0.18,0.99,-0.15,3.78,2.93,-2.01
2500,0.18,0.99,-0.16,3.30,3.17,-1.22
2520,0.19,0.98,-0.17,1.95,3.91,-0.49
2540,0.18,0.99,-0.17,0.98,5.62,0.61
2560,0.18,0.98,-0.17,-1.40,5.43,1.65
2580,0.16,0.99,-0.16,-2.56,5.13,2.32
2600,0.11,1.02,-0.10,-5.37,2.56,8.18
2620,0.11,1.03,-0.14,-7.57,-2.87,19.35
2640,0.09,1.08,-0.10,-16.17,-8.00,27.95
2660,0.10,1.21,-0.11,-20.14,-14.59,46.39
2680,0.08,1.33,-0.21,-18.62,-19.71,60.97
2700,0.22,1.32,-0.26,-12.21,-20.02,69.27
2720,0.28,1.36,-0.36,-15.32,-12.88,84.66
2740,0.22,1.18,-0.38,-21.12,-21.67,98.27
2760,0.27,0.99,-0.26,-33.08,-26.06,98.08
2780,0.36,0.82,-0.04,-45.53,-24.11,86.67
2800,0.45,0.78,0.12,-48.65,-19.84,81.91
2820,0.44,0.85,0.11,-43.27,-10.99,80.32
2840,0.52,0.70,0.06,-37.23,-4.64,75.01
2860,0.61,0.57,0.02,-32.84,-1.59,65.86
2880,0.68,0.50,0.06,-29.85,-11.54,51.76
2900,0.66,0.53,0.09,-23.13,-6.84,37.66
2920,0.65,0.45,0.16,-6.23,-11.84,11.35
2940,0.66,0.47,0.11,2.01,-8.12,-1.59
2960,0.72,0.45,0.08,6.71,-0.67,-15.56
2980,0.70,0.39,0.15,16.60,6.29,-50.29
3000,0.55,0.52,0.04,21.67,17.46,-70.98
3020,0.55,0.72,0.09,35.89,13.00,-82.89
3040,0.40,0.84,0.04,50.42,11.41,-87.16
3060,0.45,0.76,-0.13,41.93,10.07,-83.68
3080,0.48,0.64,-0.31,23.32,18.37,-89.72
3100,0.24,1.04,-0.05,9.46,17.33,-105.59
3120,0.15,1.08,0.04,12.02,18.98,-103.03
3140,0.14,1.23,0.00,21.48,27.16,-93.20
3160,0.18,1.40,-0.16,26.55,33.63,-72.33
3180,0.01,1.28,-0.85,24.84,61.83,-61.65
3200,0.04,1.31,-0.20,14.34,41.69,-50.90
3220,-0.12,1.33,0.11,14.28,-5.55,-19.53
3240,0.26,0.93,-0.19,4.09,6.47,2.38
3260,0.22,0.97,-0.16,3.17,7.87,-4.33
3280,0.18,1.00,-0.12,3.30,5.98,-8.06
3300,0.18,0.99,-0.15,3.72,2.75,-5.19
3320,0.18,1.00,-0.13,4.09,0.43,-4.64
3340,0.20,0.98,-0.16,4.03,0.85,-2.38
3360,0.19,0.99,-0.16,2.08,1.22,-3.17
3380,0.19,0.99,-0.16,0.00,1.59,-2.50
3400,0.19,0.99,-0.16,-0.49,1.46,-1.71
3420,0.19,0.99,-0.15,-1.53,2.01,-1.53
3440,0.19,0.98,-0.16,-1.22,2.99,-1.40
3460,0.20,0.98,-0.16,-2.20,3.05,-1.46
3480,0.17,0.99,-0.15,-3.36,4.09,-0.85
3500,0.14,1.01,-0.12,-4.09,3.17,1.28
