timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
4580,0.45,0.85,-0.00,3.17,2.01,-5.31
4600,0.44,0.86,-0.00,6.41,2.14,-12.21
4620,0.42,0.90,-0.01,7.93,2.87,-15.56
4640,0.41,0.92,0.01,9.77,2.81,-17.88
4660,0.39,0.95,-0.00,11.60,3.23,-17.70
4680,0.38,0.95,-0.04,14.04,3.91,-17.09
4700,0.40,0.92,-0.06,14.10,3.91,-16.36
4720,0.40,0.90,-0.07,14.04,4.76,-17.94
4740,0.36,0.95,0.00,15.63,4.64,-20.57
4760,0.36,0.94,-0.01,18.55,3.91,-19.71
4780,0.36,0.91,-0.08,20.26,5.25,-18.86
4800,0.35,0.91,-0.13,17.21,8.97,-23.32
4820,0.35,0.91,-0.12,13.67,9.34,-26.25
4840,0.32,0.93,-0.08,11.90,9.28,-28.93
4860,0.31,0.95,-0.09,13.06,8.30,-28.99
4880,0.29,0.94,-0.11,13.43,9.89,-30.03
4900,0.28,0.99,-0.11,12.88,12.45,-32.59
4920,0.28,0.99,-0.15,12.08,15.87,-33.75
4940,0.29,1.01,-0.22,10.44,19.35,-34.61
4960,0.32,1.00,-0.36,6.59,24.60,-36.50
4980,0.20,1.14,-0.31,-1.28,21.61,-40.65
5000,0.08,1.19,-0.07,2.38,10.31,-26.06
5020,0.14,1.04,-0.14,-0.37,3.17,-10.44
5040,0.19,1.00,-0.15,-9.16,-1.04,-6.04
5060,0.22,0.98,-0.13,-9.40,0.73,-7.08
5080,0.21,0.98,-0.14,-7.14,0.24,-8.91
5100,0.21,0.98,-0.14,-4.82,0.55,-9.70
5120,0.19,0.99,-0.13,-3.85,1.22,-11.23
5140,0.17,1.00,-0.12,-3.97,0.37,-10.25
5160,0.18,1.00,-0.13,-4.03,-0.92,-8.00
5180,0.19,1.00,-0.13,-4.15,-1.10,-6.84
5200,0.18,1.00,-0.12,-3.72,-0.79,-6.23
5220,0.19,0.99,-0.13,-2.69,0.43,-5.49
5240,0.18,1.00,-0.13,-2.87,1.04,-5.43
5260,0.18,1.00,-0.12,-1.53,1.53,-4.94
5280,0.18,0.99,-0.13,0.24,2.69,-4.52
5300,0.17,1.00,-0.12,0.61,3.66,-5.25
5320,0.15,1.00,-0.12,0.85,3.30,-4.82
5340,0.16,1.00,-0.13,0.00,1.16,-2.81
5360,0.17,1.00,-0.13,-0.67,0.92,-1.95
5380,0.17,1.00,-0.13,-1.04,1.22,-2.14
5400,0.17,0.99,-0.13,-1.53,1.28,-2.20
5420,0.17,1.00,-0.13,-2.01,1.28,-2.75
5440,0.16,1.00,-0.12,-2.56,0.61,-2.81
5460,0.16,1.00,-0.12,-1.89,0.12,-2.38
5480,0.17,1.00,-0.13,-0.67,0.43,-1.28
5500,0.16,1.00,-0.13,-1.28,0.73,-1.16
5520,0.16,1.00,-0.13,-1.59,0.61,-0.61
5540,0.16,1.00,-0.12,-1.46,0.18,0.18
5560,0.17,0.99,-0.13,-0.98,0.00,0.73
5580,0.16,1.00,-0.13,-0.79,0.24,0.12
5600,0.16,1.00,-0.13,-1.46,0.24,0.43
5620,0.17,0.99,-0.13,-1.65,-0.31,1.16
5640,0.16,1.00,-0.13,-2.08,-0.24,1.04
5660,0.16,1.00,-0.13,-1.83,-0.79,1.40
5680,0.17,1.00,-0.12,-1.53,-0.92,2.01
5700,0.17,1.00,-0.12,-0.49,-0.37,2.26
5720,0.17,1.00,-0.13,-0.55,-0.24,2.50
5740,0.17,1.00,-0.12,-1.83,0.12,2.38
5760,0.17,1.00,-0.12,-1.10,0.18,2.50
5780,0.18,1.00,-0.13,-0.43,0.24,2.69
5800,0.18,1.00,-0.13,-0.43,0.85,3.11
5820,0.19,0.99,-0.13,-0.18,1.34,3.11
5840,0.19,0.99,-0.13,0.06,1.83,2.93
5860,0.18,0.99,-0.13,-0.12,1.28,3.11
5880,0.18,1.00,-0.13,-0.43,0.92,3.17
5900,0.18,0.99,-0.13,-0.73,0.73,3.54
5920,0.19,0.99,-0.13,-1.83,0.24,2.75
5940,0.19,0.99,-0.13,-2.87,-0.24,2.56
5960,0.19,1.00,-0.13,-3.60,-1.22,2.87
5980,0.20,1.00,-0.12,-4.58,-1.83,3.05
6000,0.20,1.00,-0.12,-3.97,-1.34,3.05
6020,0.19,1.00,-0.12,-3.17,-1.46,3.60
6040,0.19,1.00,-0.12,-2.62,-1.83,5.07
6060,0.20,1.00,-0.13,-3.42,-2.56,7.20
6080,0.18,1.04,-0.14,-2.93,-3.23,9.40
6100,0.20,1.02,-0.13,-3.85,-4.33,13.06
6120,0.22,1.02,-0.12,-2.93,-3.60,15.63
6140,0.23,1.01,-0.11,-3.42,-3.05,16.42
6160,0.24,1.00,-0.11,-2.56,-1.89,16.78
6180,0.25,0.98,-0.13,-2.20,-1.46,16.54
